,LastModified,Name,Available,Capacity,Open,date
356,2018-10-25 17:29:00,P02 Reep,173,470,True,2018-10-25
357,2018-10-25 17:44:00,P07 Sint-Michiels,238,450,True,2018-10-25
358,2018-10-25 17:44:00,P10 Sint-Pietersplein,455,708,True,2018-10-25
359,2018-10-25 17:44:00,P01 Vrijdagmarkt,362,647,True,2018-10-25
360,2018-10-25 17:44:00,P04 Savaanstraat,441,540,True,2018-10-25
361,2018-10-25 17:44:00,P08 Ramen,121,266,True,2018-10-25
362,2018-10-25 17:44:00,P02 Reep,170,470,True,2018-10-25
363,2018-10-25 17:59:00,P07 Sint-Michiels,238,450,True,2018-10-25
364,2018-10-25 17:59:00,P10 Sint-Pietersplein,463,708,True,2018-10-25
365,2018-10-25 17:59:00,P01 Vrijdagmarkt,372,647,True,2018-10-25
366,2018-10-25 17:59:00,P04 Savaanstraat,448,540,True,2018-10-25
367,2018-10-25 17:59:00,P08 Ramen,127,266,True,2018-10-25
368,2018-10-25 17:59:00,P02 Reep,175,470,True,2018-10-25
369,2018-10-25 18:14:00,P07 Sint-Michiels,226,450,True,2018-10-25
370,2018-10-25 18:14:00,P10 Sint-Pietersplein,467,708,True,2018-10-25
371,2018-10-25 18:14:00,P01 Vrijdagmarkt,380,647,True,2018-10-25
372,2018-10-25 18:13:00,P04 Savaanstraat,454,540,True,2018-10-25
373,2018-10-25 18:13:00,P08 Ramen,128,266,True,2018-10-25
374,2018-10-25 18:14:00,P02 Reep,174,470,True,2018-10-25
375,2018-10-25 18:29:00,P07 Sint-Michiels,227,450,True,2018-10-25
376,2018-10-25 18:28:00,P10 Sint-Pietersplein,470,708,True,2018-10-25
377,2018-10-25 18:27:00,P01 Vrijdagmarkt,376,647,True,2018-10-25
378,2018-10-25 18:29:00,P04 Savaanstraat,459,540,True,2018-10-25
379,2018-10-25 18:28:00,P08 Ramen,130,266,True,2018-10-25
380,2018-10-25 18:29:00,P02 Reep,163,470,True,2018-10-25
381,2018-10-25 18:44:00,P07 Sint-Michiels,208,450,True,2018-10-25
382,2018-10-25 18:44:00,P10 Sint-Pietersplein,449,708,True,2018-10-25
383,2018-10-25 18:44:00,P01 Vrijdagmarkt,352,647,True,2018-10-25
384,2018-10-25 18:44:00,P04 Savaanstraat,457,540,True,2018-10-25
385,2018-10-25 18:44:00,P08 Ramen,120,266,True,2018-10-25
386,2018-10-25 18:44:00,P02 Reep,139,470,True,2018-10-25
387,2018-10-25 18:57:00,P07 Sint-Michiels,193,450,True,2018-10-25
388,2018-10-25 18:58:00,P10 Sint-Pietersplein,436,708,True,2018-10-25
389,2018-10-25 18:59:00,P01 Vrijdagmarkt,329,647,True,2018-10-25
390,2018-10-25 18:58:00,P04 Savaanstraat,451,540,True,2018-10-25
391,2018-10-25 18:59:00,P08 Ramen,110,266,True,2018-10-25
392,2018-10-25 18:59:00,P02 Reep,113,470,True,2018-10-25
393,2018-10-25 19:14:00,P07 Sint-Michiels,163,450,True,2018-10-25
394,2018-10-25 19:14:00,P10 Sint-Pietersplein,418,708,True,2018-10-25
395,2018-10-25 19:13:00,P01 Vrijdagmarkt,293,647,True,2018-10-25
396,2018-10-25 19:14:00,P04 Savaanstraat,437,540,True,2018-10-25
397,2018-10-25 19:14:00,P08 Ramen,103,266,True,2018-10-25
398,2018-10-25 19:13:00,P02 Reep,80,470,True,2018-10-25
399,2018-10-25 19:30:00,P07 Sint-Michiels,130,450,True,2018-10-25
400,2018-10-25 19:30:00,P10 Sint-Pietersplein,404,708,True,2018-10-25
401,2018-10-25 19:30:00,P01 Vrijdagmarkt,253,647,True,2018-10-25
402,2018-10-25 19:30:00,P04 Savaanstraat,424,540,True,2018-10-25
403,2018-10-25 19:30:00,P08 Ramen,100,266,True,2018-10-25
404,2018-10-25 19:30:00,P02 Reep,65,470,True,2018-10-25
405,2018-10-25 19:41:00,P07 Sint-Michiels,105,450,True,2018-10-25
406,2018-10-25 19:44:00,P10 Sint-Pietersplein,371,708,True,2018-10-25
407,2018-10-25 19:44:00,P01 Vrijdagmarkt,229,647,True,2018-10-25
408,2018-10-25 19:44:00,P04 Savaanstraat,415,540,True,2018-10-25
409,2018-10-25 19:44:00,P08 Ramen,84,266,True,2018-10-25
410,2018-10-25 19:43:00,P02 Reep,38,470,True,2018-10-25
411,2018-10-25 19:59:00,P07 Sint-Michiels,88,450,True,2018-10-25
412,2018-10-25 19:59:00,P10 Sint-Pietersplein,359,708,True,2018-10-25
413,2018-10-25 19:58:00,P01 Vrijdagmarkt,207,647,True,2018-10-25
414,2018-10-25 19:59:00,P04 Savaanstraat,417,540,True,2018-10-25
415,2018-10-25 19:58:00,P08 Ramen,72,266,True,2018-10-25
416,2018-10-25 19:59:00,P02 Reep,45,470,True,2018-10-25
417,2018-10-25 20:12:00,P07 Sint-Michiels,82,450,True,2018-10-25
418,2018-10-25 20:14:00,P10 Sint-Pietersplein,352,708,True,2018-10-25
419,2018-10-25 20:14:00,P01 Vrijdagmarkt,191,647,True,2018-10-25
420,2018-10-25 20:14:00,P04 Savaanstraat,428,540,True,2018-10-25
421,2018-10-25 20:14:00,P08 Ramen,64,266,True,2018-10-25
422,2018-10-25 20:14:00,P02 Reep,53,470,True,2018-10-25
423,2018-10-25 20:28:00,P07 Sint-Michiels,80,450,True,2018-10-25
424,2018-10-25 20:29:00,P10 Sint-Pietersplein,361,708,True,2018-10-25
425,2018-10-25 20:29:00,P01 Vrijdagmarkt,179,647,True,2018-10-25
426,2018-10-25 20:29:00,P04 Savaanstraat,433,540,True,2018-10-25
427,2018-10-25 20:28:00,P08 Ramen,57,266,True,2018-10-25
428,2018-10-25 20:29:00,P02 Reep,72,470,True,2018-10-25
429,2018-10-25 20:43:00,P07 Sint-Michiels,76,450,True,2018-10-25
430,2018-10-25 20:44:00,P10 Sint-Pietersplein,371,708,True,2018-10-25
431,2018-10-25 20:44:00,P01 Vrijdagmarkt,186,647,True,2018-10-25
432,2018-10-25 20:44:00,P04 Savaanstraat,441,540,True,2018-10-25
433,2018-10-25 20:44:00,P08 Ramen,54,266,True,2018-10-25
434,2018-10-25 20:43:00,P02 Reep,99,470,True,2018-10-25
435,2018-10-25 20:59:00,P07 Sint-Michiels,71,450,True,2018-10-25
436,2018-10-25 20:56:00,P10 Sint-Pietersplein,379,708,True,2018-10-25
437,2018-10-25 20:59:00,P01 Vrijdagmarkt,185,647,True,2018-10-25
438,2018-10-25 20:58:00,P04 Savaanstraat,452,540,True,2018-10-25
439,2018-10-25 20:59:00,P08 Ramen,62,266,True,2018-10-25
440,2018-10-25 20:59:00,P02 Reep,128,470,True,2018-10-25
441,2018-10-25 21:14:00,P07 Sint-Michiels,88,450,True,2018-10-25
442,2018-10-25 21:13:00,P10 Sint-Pietersplein,380,708,True,2018-10-25
443,2018-10-25 21:13:00,P01 Vrijdagmarkt,194,647,True,2018-10-25
444,2018-10-25 21:13:00,P04 Savaanstraat,459,540,True,2018-10-25
445,2018-10-25 21:13:00,P08 Ramen,68,266,True,2018-10-25
446,2018-10-25 21:14:00,P02 Reep,168,470,True,2018-10-25
447,2018-10-25 21:29:00,P07 Sint-Michiels,102,450,True,2018-10-25
448,2018-10-25 21:29:00,P10 Sint-Pietersplein,386,708,True,2018-10-25
449,2018-10-25 21:29:00,P01 Vrijdagmarkt,214,647,True,2018-10-25
450,2018-10-25 21:25:00,P04 Savaanstraat,463,540,True,2018-10-25
451,2018-10-25 21:29:00,P08 Ramen,72,266,True,2018-10-25
452,2018-10-25 21:29:00,P02 Reep,200,470,True,2018-10-25
453,2018-10-25 21:43:00,P07 Sint-Michiels,115,450,True,2018-10-25
454,2018-10-25 21:44:00,P10 Sint-Pietersplein,396,708,True,2018-10-25
455,2018-10-25 21:44:00,P01 Vrijdagmarkt,228,647,True,2018-10-25
456,2018-10-25 21:42:00,P04 Savaanstraat,472,540,True,2018-10-25
457,2018-10-25 21:43:00,P08 Ramen,77,266,True,2018-10-25
458,2018-10-25 21:44:00,P02 Reep,221,470,True,2018-10-25
459,2018-10-25 21:59:00,P07 Sint-Michiels,142,450,True,2018-10-25
460,2018-10-25 21:59:00,P10 Sint-Pietersplein,412,708,True,2018-10-25
461,2018-10-25 21:58:00,P01 Vrijdagmarkt,247,647,True,2018-10-25
462,2018-10-25 21:58:00,P04 Savaanstraat,479,540,True,2018-10-25
463,2018-10-25 21:59:00,P08 Ramen,89,266,True,2018-10-25
464,2018-10-25 21:59:00,P02 Reep,244,470,True,2018-10-25
465,2018-10-25 22:15:00,P07 Sint-Michiels,174,450,True,2018-10-25
466,2018-10-25 22:15:00,P10 Sint-Pietersplein,436,708,True,2018-10-25
467,2018-10-25 22:15:00,P01 Vrijdagmarkt,280,647,True,2018-10-25
468,2018-10-25 22:14:00,P04 Savaanstraat,485,540,True,2018-10-25
469,2018-10-25 22:15:00,P08 Ramen,101,266,True,2018-10-25
470,2018-10-25 22:15:00,P02 Reep,266,470,True,2018-10-25
471,2018-10-25 22:29:00,P07 Sint-Michiels,200,450,True,2018-10-25
472,2018-10-25 22:29:00,P10 Sint-Pietersplein,459,708,True,2018-10-25
473,2018-10-25 22:29:00,P01 Vrijdagmarkt,301,647,True,2018-10-25
474,2018-10-25 22:26:00,P04 Savaanstraat,495,540,True,2018-10-25
475,2018-10-25 22:29:00,P08 Ramen,106,266,True,2018-10-25
476,2018-10-25 22:28:00,P02 Reep,285,470,True,2018-10-25
477,2018-10-25 22:42:00,P07 Sint-Michiels,227,450,True,2018-10-25
478,2018-10-25 22:43:00,P10 Sint-Pietersplein,480,708,True,2018-10-25
479,2018-10-25 22:44:00,P01 Vrijdagmarkt,346,647,True,2018-10-25
480,2018-10-25 22:39:00,P04 Savaanstraat,496,540,True,2018-10-25
481,2018-10-25 22:41:00,P08 Ramen,113,266,True,2018-10-25
482,2018-10-25 22:43:00,P02 Reep,303,470,True,2018-10-25
483,2018-10-25 22:59:00,P07 Sint-Michiels,241,450,True,2018-10-25
484,2018-10-25 22:59:00,P10 Sint-Pietersplein,497,708,True,2018-10-25
485,2018-10-25 22:59:00,P01 Vrijdagmarkt,365,647,True,2018-10-25
486,2018-10-25 22:59:00,P04 Savaanstraat,503,540,True,2018-10-25
487,2018-10-25 22:59:00,P08 Ramen,124,266,True,2018-10-25
488,2018-10-25 22:56:00,P02 Reep,311,470,True,2018-10-25
489,2018-10-25 23:14:00,P07 Sint-Michiels,263,450,True,2018-10-25
490,2018-10-25 23:13:00,P10 Sint-Pietersplein,507,708,True,2018-10-25
491,2018-10-25 23:13:00,P01 Vrijdagmarkt,401,647,True,2018-10-25
492,2018-10-25 23:14:00,P04 Savaanstraat,509,540,True,2018-10-25
493,2018-10-25 23:11:00,P08 Ramen,134,266,True,2018-10-25
494,2018-10-25 23:13:00,P02 Reep,328,470,True,2018-10-25
495,2018-10-25 23:28:00,P07 Sint-Michiels,283,450,True,2018-10-25
496,2018-10-25 23:29:00,P10 Sint-Pietersplein,520,708,True,2018-10-25
497,2018-10-25 23:29:00,P01 Vrijdagmarkt,425,647,True,2018-10-25
498,2018-10-25 23:27:00,P04 Savaanstraat,512,540,True,2018-10-25
499,2018-10-25 23:29:00,P08 Ramen,140,266,True,2018-10-25
500,2018-10-25 23:29:00,P02 Reep,343,470,True,2018-10-25
501,2018-10-25 23:44:00,P07 Sint-Michiels,295,450,True,2018-10-25
502,2018-10-25 23:43:00,P10 Sint-Pietersplein,520,708,True,2018-10-25
503,2018-10-25 23:44:00,P01 Vrijdagmarkt,446,647,True,2018-10-25
504,2018-10-25 23:44:00,P04 Savaanstraat,511,540,True,2018-10-25
505,2018-10-25 23:43:00,P08 Ramen,143,266,True,2018-10-25
506,2018-10-25 23:40:00,P02 Reep,345,470,True,2018-10-25
507,2018-10-25 23:59:00,P07 Sint-Michiels,302,450,True,2018-10-25
508,2018-10-25 23:58:00,P10 Sint-Pietersplein,522,708,True,2018-10-25
509,2018-10-25 23:56:00,P01 Vrijdagmarkt,454,647,True,2018-10-25
510,2018-10-25 23:57:00,P04 Savaanstraat,517,540,True,2018-10-25
511,2018-10-25 23:57:00,P08 Ramen,147,266,True,2018-10-25
512,2018-10-25 23:57:00,P02 Reep,358,470,True,2018-10-25
513,2018-10-26 00:11:00,P07 Sint-Michiels,310,450,True,2018-10-26
514,2018-10-26 00:11:00,P10 Sint-Pietersplein,526,708,True,2018-10-26
515,2018-10-26 00:13:00,P01 Vrijdagmarkt,461,647,True,2018-10-26
516,2018-10-26 00:14:00,P04 Savaanstraat,522,540,True,2018-10-26
517,2018-10-26 00:13:00,P08 Ramen,149,266,True,2018-10-26
518,2018-10-26 00:14:00,P02 Reep,365,470,True,2018-10-26
519,2018-10-26 00:29:00,P07 Sint-Michiels,315,450,True,2018-10-26
520,2018-10-26 00:29:00,P10 Sint-Pietersplein,521,708,True,2018-10-26
521,2018-10-26 00:28:00,P01 Vrijdagmarkt,470,647,True,2018-10-26
522,2018-10-26 00:28:00,P04 Savaanstraat,528,540,True,2018-10-26
523,2018-10-26 00:26:00,P08 Ramen,158,266,True,2018-10-26
524,2018-10-26 00:26:00,P02 Reep,376,470,True,2018-10-26
525,2018-10-26 00:37:00,P07 Sint-Michiels,319,450,True,2018-10-26
526,2018-10-26 00:43:00,P10 Sint-Pietersplein,525,708,True,2018-10-26
527,2018-10-26 00:42:00,P01 Vrijdagmarkt,478,647,True,2018-10-26
528,2018-10-26 00:38:00,P04 Savaanstraat,529,540,True,2018-10-26
529,2018-10-26 00:43:00,P02 Reep,378,470,True,2018-10-26
530,2018-10-26 00:57:00,P07 Sint-Michiels,325,450,True,2018-10-26
531,2018-10-26 00:58:00,P10 Sint-Pietersplein,527,708,True,2018-10-26
532,2018-10-26 00:57:00,P01 Vrijdagmarkt,483,647,True,2018-10-26
533,2018-10-26 00:58:00,P04 Savaanstraat,533,540,True,2018-10-26
534,2018-10-26 00:34:00,P08 Ramen,159,266,True,2018-10-26
535,2018-10-26 00:51:00,P02 Reep,380,470,True,2018-10-26
536,2018-10-26 01:11:00,P07 Sint-Michiels,328,450,True,2018-10-26
537,2018-10-26 01:14:00,P10 Sint-Pietersplein,531,708,True,2018-10-26
538,2018-10-26 01:14:00,P01 Vrijdagmarkt,488,647,True,2018-10-26
539,2018-10-26 01:13:00,P08 Ramen,159,266,True,2018-10-26
540,2018-10-26 01:14:00,P02 Reep,380,470,True,2018-10-26
541,2018-10-26 01:15:00,P07 Sint-Michiels,329,450,True,2018-10-26
542,2018-10-26 01:29:00,P10 Sint-Pietersplein,534,708,True,2018-10-26
543,2018-10-26 01:28:00,P01 Vrijdagmarkt,499,647,True,2018-10-26
544,2018-10-26 01:25:00,P08 Ramen,158,266,True,2018-10-26
545,2018-10-26 01:29:00,P02 Reep,382,470,True,2018-10-26
546,2018-10-26 01:31:00,P07 Sint-Michiels,330,450,True,2018-10-26
547,2018-10-26 01:43:00,P10 Sint-Pietersplein,537,708,True,2018-10-26
548,2018-10-26 01:42:00,P01 Vrijdagmarkt,502,647,True,2018-10-26
549,2018-10-26 01:42:00,P08 Ramen,157,266,True,2018-10-26
550,2018-10-26 01:48:00,P07 Sint-Michiels,331,450,True,2018-10-26
551,2018-10-26 01:49:00,P10 Sint-Pietersplein,538,708,True,2018-10-26
552,2018-10-26 01:56:00,P01 Vrijdagmarkt,504,647,True,2018-10-26
553,2018-10-26 01:49:00,P08 Ramen,156,266,True,2018-10-26
554,2018-10-26 02:08:00,P10 Sint-Pietersplein,537,708,True,2018-10-26
555,2018-10-26 02:13:00,P01 Vrijdagmarkt,505,647,True,2018-10-26
556,2018-10-26 01:36:00,P02 Reep,383,470,True,2018-10-26
557,2018-10-26 02:26:00,P10 Sint-Pietersplein,541,708,True,2018-10-26
558,2018-10-26 02:44:00,P10 Sint-Pietersplein,543,708,True,2018-10-26
559,2018-10-26 01:12:00,P04 Savaanstraat,533,540,True,2018-10-26
560,2018-10-26 02:05:00,P07 Sint-Michiels,332,450,True,2018-10-26
561,2018-10-26 02:59:00,P10 Sint-Pietersplein,550,708,True,2018-10-26
562,2018-10-26 02:58:00,P04 Savaanstraat,535,540,True,2018-10-26
563,2018-10-26 03:07:00,P07 Sint-Michiels,333,450,True,2018-10-26
564,2018-10-26 03:12:00,P10 Sint-Pietersplein,556,708,True,2018-10-26
565,2018-10-26 02:22:00,P01 Vrijdagmarkt,507,647,True,2018-10-26
566,2018-10-26 03:26:00,P07 Sint-Michiels,334,450,True,2018-10-26
567,2018-10-26 03:22:00,P10 Sint-Pietersplein,557,708,True,2018-10-26
568,2018-10-26 03:44:00,P10 Sint-Pietersplein,560,708,True,2018-10-26
569,2018-10-26 03:28:00,P01 Vrijdagmarkt,508,647,True,2018-10-26
570,2018-10-26 03:08:00,P04 Savaanstraat,536,540,True,2018-10-26
571,2018-10-26 02:15:00,P02 Reep,385,470,True,2018-10-26
572,2018-10-26 03:57:00,P10 Sint-Pietersplein,563,708,True,2018-10-26
573,2018-10-26 03:45:00,P01 Vrijdagmarkt,509,647,True,2018-10-26
574,2018-10-26 03:49:00,P04 Savaanstraat,537,540,True,2018-10-26
575,2018-10-26 04:11:00,P10 Sint-Pietersplein,567,708,True,2018-10-26
576,2018-10-26 04:12:00,P01 Vrijdagmarkt,510,647,True,2018-10-26
577,2018-10-26 04:29:00,P10 Sint-Pietersplein,572,708,True,2018-10-26
578,2018-10-26 04:23:00,P01 Vrijdagmarkt,512,647,True,2018-10-26
579,2018-10-26 04:11:00,P04 Savaanstraat,536,540,True,2018-10-26
580,2018-10-26 02:03:00,P08 Ramen,158,266,True,2018-10-26
581,2018-10-26 04:44:00,P10 Sint-Pietersplein,577,708,True,2018-10-26
582,2018-10-26 04:42:00,P08 Ramen,157,266,True,2018-10-26
583,2018-10-26 03:46:00,P02 Reep,386,470,True,2018-10-26
584,2018-10-26 04:52:00,P10 Sint-Pietersplein,579,708,True,2018-10-26
585,2018-10-26 04:41:00,P01 Vrijdagmarkt,501,647,True,2018-10-26
586,2018-10-26 04:58:00,P08 Ramen,156,266,True,2018-10-26
587,2018-10-26 03:44:00,P07 Sint-Michiels,334,450,True,2018-10-26
588,2018-10-26 05:09:00,P10 Sint-Pietersplein,583,708,True,2018-10-26
589,2018-10-26 05:05:00,P01 Vrijdagmarkt,502,647,True,2018-10-26
590,2018-10-26 04:41:00,P04 Savaanstraat,535,540,True,2018-10-26
591,2018-10-26 05:20:00,P01 Vrijdagmarkt,501,647,True,2018-10-26
592,2018-10-26 05:16:00,P04 Savaanstraat,536,540,True,2018-10-26
593,2018-10-26 04:47:00,P02 Reep,387,470,True,2018-10-26
594,2018-10-26 05:24:00,P07 Sint-Michiels,333,450,True,2018-10-26
595,2018-10-26 05:26:00,P10 Sint-Pietersplein,586,708,True,2018-10-26
596,2018-10-26 05:40:00,P01 Vrijdagmarkt,501,647,True,2018-10-26
597,2018-10-26 05:34:00,P04 Savaanstraat,537,540,True,2018-10-26
598,2018-10-26 05:56:00,P07 Sint-Michiels,331,450,True,2018-10-26
599,2018-10-26 05:59:00,P10 Sint-Pietersplein,589,708,True,2018-10-26
600,2018-10-26 05:55:00,P01 Vrijdagmarkt,499,647,True,2018-10-26
601,2018-10-26 05:04:00,P08 Ramen,158,266,True,2018-10-26
602,2018-10-26 05:38:00,P02 Reep,387,470,True,2018-10-26
603,2018-10-26 06:10:00,P07 Sint-Michiels,332,450,True,2018-10-26
604,2018-10-26 06:14:00,P10 Sint-Pietersplein,599,708,True,2018-10-26
605,2018-10-26 06:14:00,P01 Vrijdagmarkt,501,647,True,2018-10-26
606,2018-10-26 05:51:00,P04 Savaanstraat,537,540,True,2018-10-26
607,2018-10-26 06:13:00,P08 Ramen,162,266,True,2018-10-26
608,2018-10-26 06:12:00,P02 Reep,389,470,True,2018-10-26
609,2018-10-26 06:21:00,P07 Sint-Michiels,331,450,True,2018-10-26
610,2018-10-26 06:25:00,P10 Sint-Pietersplein,601,708,True,2018-10-26
611,2018-10-26 06:23:00,P01 Vrijdagmarkt,501,647,True,2018-10-26
612,2018-10-26 06:25:00,P04 Savaanstraat,538,540,True,2018-10-26
613,2018-10-26 06:28:00,P08 Ramen,157,266,True,2018-10-26
614,2018-10-26 06:18:00,P02 Reep,388,470,True,2018-10-26
615,2018-10-26 06:38:00,P07 Sint-Michiels,330,450,True,2018-10-26
616,2018-10-26 06:44:00,P10 Sint-Pietersplein,603,708,True,2018-10-26
617,2018-10-26 06:43:00,P01 Vrijdagmarkt,499,647,True,2018-10-26
618,2018-10-26 06:37:00,P04 Savaanstraat,536,540,True,2018-10-26
619,2018-10-26 06:43:00,P08 Ramen,153,266,True,2018-10-26
620,2018-10-26 06:33:00,P02 Reep,387,470,True,2018-10-26
621,2018-10-26 06:58:00,P07 Sint-Michiels,333,450,True,2018-10-26
622,2018-10-26 06:58:00,P10 Sint-Pietersplein,606,708,True,2018-10-26
623,2018-10-26 06:59:00,P01 Vrijdagmarkt,499,647,True,2018-10-26
624,2018-10-26 06:56:00,P04 Savaanstraat,536,540,True,2018-10-26
625,2018-10-26 06:57:00,P08 Ramen,152,266,True,2018-10-26
626,2018-10-26 06:57:00,P02 Reep,386,470,True,2018-10-26
627,2018-10-26 07:12:00,P07 Sint-Michiels,334,450,True,2018-10-26
628,2018-10-26 07:14:00,P10 Sint-Pietersplein,609,708,True,2018-10-26
629,2018-10-26 07:13:00,P01 Vrijdagmarkt,500,647,True,2018-10-26
630,2018-10-26 07:13:00,P04 Savaanstraat,527,540,True,2018-10-26
631,2018-10-26 07:10:00,P08 Ramen,153,266,True,2018-10-26
632,2018-10-26 07:12:00,P02 Reep,387,470,True,2018-10-26
633,2018-10-26 07:24:00,P07 Sint-Michiels,336,450,True,2018-10-26
634,2018-10-26 07:28:00,P10 Sint-Pietersplein,601,708,True,2018-10-26
635,2018-10-26 07:29:00,P01 Vrijdagmarkt,499,647,True,2018-10-26
636,2018-10-26 07:29:00,P04 Savaanstraat,499,540,True,2018-10-26
637,2018-10-26 07:29:00,P08 Ramen,149,266,True,2018-10-26
638,2018-10-26 07:28:00,P02 Reep,381,470,True,2018-10-26
639,2018-10-26 07:42:00,P07 Sint-Michiels,336,450,True,2018-10-26
640,2018-10-26 07:44:00,P10 Sint-Pietersplein,593,708,True,2018-10-26
641,2018-10-26 07:43:00,P01 Vrijdagmarkt,502,647,True,2018-10-26
642,2018-10-26 07:43:00,P04 Savaanstraat,491,540,True,2018-10-26
643,2018-10-26 07:41:00,P08 Ramen,137,266,True,2018-10-26
644,2018-10-26 07:43:00,P02 Reep,383,470,True,2018-10-26
645,2018-10-26 07:58:00,P07 Sint-Michiels,335,450,True,2018-10-26
646,2018-10-26 07:59:00,P10 Sint-Pietersplein,576,708,True,2018-10-26
647,2018-10-26 07:59:00,P01 Vrijdagmarkt,491,647,True,2018-10-26
648,2018-10-26 07:59:00,P04 Savaanstraat,477,540,True,2018-10-26
649,2018-10-26 07:59:00,P08 Ramen,120,266,True,2018-10-26
650,2018-10-26 07:59:00,P02 Reep,367,470,True,2018-10-26
651,2018-10-26 08:12:00,P07 Sint-Michiels,329,450,True,2018-10-26
652,2018-10-26 08:14:00,P10 Sint-Pietersplein,535,708,True,2018-10-26
653,2018-10-26 08:14:00,P01 Vrijdagmarkt,488,647,True,2018-10-26
654,2018-10-26 08:13:00,P04 Savaanstraat,455,540,True,2018-10-26
655,2018-10-26 08:14:00,P08 Ramen,111,266,True,2018-10-26
656,2018-10-26 08:14:00,P02 Reep,355,470,True,2018-10-26
657,2018-10-26 08:25:00,P07 Sint-Michiels,328,450,True,2018-10-26
658,2018-10-26 08:28:00,P10 Sint-Pietersplein,498,708,True,2018-10-26
659,2018-10-26 08:29:00,P01 Vrijdagmarkt,482,647,True,2018-10-26
660,2018-10-26 08:28:00,P04 Savaanstraat,431,540,True,2018-10-26
661,2018-10-26 08:29:00,P08 Ramen,104,266,True,2018-10-26
662,2018-10-26 08:29:00,P02 Reep,332,470,True,2018-10-26
663,2018-10-26 08:44:00,P07 Sint-Michiels,313,450,True,2018-10-26
664,2018-10-26 08:44:00,P10 Sint-Pietersplein,468,708,True,2018-10-26
665,2018-10-26 08:44:00,P01 Vrijdagmarkt,441,647,True,2018-10-26
666,2018-10-26 08:44:00,P04 Savaanstraat,408,540,True,2018-10-26
667,2018-10-26 08:43:00,P08 Ramen,92,266,True,2018-10-26
668,2018-10-26 08:44:00,P02 Reep,306,470,True,2018-10-26
669,2018-10-26 08:58:00,P07 Sint-Michiels,301,450,True,2018-10-26
670,2018-10-26 08:56:00,P10 Sint-Pietersplein,449,708,True,2018-10-26
671,2018-10-26 08:59:00,P01 Vrijdagmarkt,396,647,True,2018-10-26
672,2018-10-26 08:59:00,P04 Savaanstraat,387,540,True,2018-10-26
673,2018-10-26 08:57:00,P08 Ramen,86,266,True,2018-10-26
674,2018-10-26 08:59:00,P02 Reep,286,470,True,2018-10-26
675,2018-10-26 09:14:00,P07 Sint-Michiels,281,450,True,2018-10-26
676,2018-10-26 09:12:00,P10 Sint-Pietersplein,436,708,True,2018-10-26
677,2018-10-26 09:13:00,P01 Vrijdagmarkt,351,647,True,2018-10-26
678,2018-10-26 09:14:00,P04 Savaanstraat,371,540,True,2018-10-26
679,2018-10-26 09:14:00,P08 Ramen,75,266,True,2018-10-26
680,2018-10-26 09:14:00,P02 Reep,276,470,True,2018-10-26
681,2018-10-26 09:28:00,P07 Sint-Michiels,256,450,True,2018-10-26
682,2018-10-26 09:29:00,P10 Sint-Pietersplein,425,708,True,2018-10-26
683,2018-10-26 09:29:00,P01 Vrijdagmarkt,323,647,True,2018-10-26
684,2018-10-26 09:29:00,P04 Savaanstraat,366,540,True,2018-10-26
685,2018-10-26 09:29:00,P08 Ramen,70,266,True,2018-10-26
686,2018-10-26 09:28:00,P02 Reep,271,470,True,2018-10-26
687,2018-10-26 09:44:00,P07 Sint-Michiels,230,450,True,2018-10-26
688,2018-10-26 09:44:00,P10 Sint-Pietersplein,413,708,True,2018-10-26
689,2018-10-26 09:44:00,P01 Vrijdagmarkt,290,647,True,2018-10-26
690,2018-10-26 09:44:00,P04 Savaanstraat,352,540,True,2018-10-26
691,2018-10-26 09:43:00,P08 Ramen,60,266,True,2018-10-26
692,2018-10-26 09:44:00,P02 Reep,257,470,True,2018-10-26
693,2018-10-26 09:56:00,P07 Sint-Michiels,219,450,True,2018-10-26
694,2018-10-26 09:59:00,P10 Sint-Pietersplein,400,708,True,2018-10-26
695,2018-10-26 09:59:00,P01 Vrijdagmarkt,264,647,True,2018-10-26
696,2018-10-26 09:55:00,P04 Savaanstraat,349,540,True,2018-10-26
697,2018-10-26 09:59:00,P08 Ramen,57,266,True,2018-10-26
698,2018-10-26 09:59:00,P02 Reep,252,470,True,2018-10-26
699,2018-10-26 10:14:00,P07 Sint-Michiels,203,450,True,2018-10-26
700,2018-10-26 10:14:00,P10 Sint-Pietersplein,386,708,True,2018-10-26
701,2018-10-26 10:14:00,P01 Vrijdagmarkt,240,647,True,2018-10-26
702,2018-10-26 10:14:00,P04 Savaanstraat,343,540,True,2018-10-26
703,2018-10-26 10:14:00,P08 Ramen,58,266,True,2018-10-26
704,2018-10-26 10:14:00,P02 Reep,251,470,True,2018-10-26
705,2018-10-26 10:29:00,P07 Sint-Michiels,197,450,True,2018-10-26
706,2018-10-26 10:28:00,P10 Sint-Pietersplein,377,708,True,2018-10-26
707,2018-10-26 10:29:00,P01 Vrijdagmarkt,213,647,True,2018-10-26
708,2018-10-26 10:29:00,P04 Savaanstraat,340,540,True,2018-10-26
709,2018-10-26 10:29:00,P08 Ramen,60,266,True,2018-10-26
710,2018-10-26 10:26:00,P02 Reep,250,470,True,2018-10-26
711,2018-10-26 10:44:00,P07 Sint-Michiels,189,450,True,2018-10-26
