Timestamp;SPCapacityTotal;SPCapacityInUse;SPCapacityAvailable;SPCapacityInMaintenance;SPCheckSum;DPCapacityTotal;DPCapacityInUse;DPCapacityAvailable;DPCapacityInMaintenance;DPCheckSum
2018-01-13 00:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 01:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 01:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 02:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 02:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 03:00:03;0;0;0;0;0;0;0;0;0;0
2018-01-13 03:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 04:00:04;0;0;0;0;0;0;0;0;0;0
2018-01-13 04:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 05:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 05:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 06:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 06:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 07:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 07:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 08:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 08:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 09:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 09:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 10:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 10:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 11:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 11:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 12:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 12:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 13:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 13:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 14:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 14:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 15:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 15:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 16:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 16:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 17:00:03;0;0;0;0;0;0;0;0;0;0
2018-01-13 17:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 18:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 18:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 19:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 19:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 20:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 20:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 21:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 21:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 22:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 22:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-13 23:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-13 23:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 00:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 00:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 01:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 01:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 02:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 02:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 03:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 03:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 04:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 04:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 05:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 05:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 06:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 06:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 07:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 07:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 08:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 08:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 09:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 09:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 10:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 10:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 11:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 11:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 12:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 12:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 13:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 13:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 14:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 14:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 15:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 15:30:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 16:00:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 16:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 17:00:01;0;0;0;0;0;0;0;0;0;0
2018-01-14 17:30:02;0;0;0;0;0;0;0;0;0;0
2018-01-14 18:00:03;0;0;0;0;0;0;0;0;0;0
2018-01-24 22:45:41;64;17;43;2;2;48;5;22;2;19
2018-01-24 23:00:02;64;17;43;2;2;48;5;22;2;19
2018-01-24 23:30:02;64;16;43;3;2;48;5;22;2;19
2018-01-25 00:00:02;64;16;43;3;2;48;5;22;2;19
2018-01-25 00:30:05;64;16;43;3;2;48;5;22;2;19
2018-01-25 01:00:06;64;16;43;3;2;48;5;22;2;19
2018-01-25 01:30:10;64;16;43;3;2;48;5;22;2;19
2018-01-25 02:00:03;64;16;43;3;2;48;5;22;2;19
2018-01-25 02:30:08;64;16;43;3;2;48;5;22;2;19
2018-01-25 03:00:07;64;16;43;3;2;48;5;22;2;19
2018-01-25 03:30:08;64;16;43;3;2;48;5;22;2;19
2018-01-25 04:00:04;64;16;43;3;2;48;5;22;2;19
2018-01-25 04:30:03;64;16;43;3;2;48;5;22;2;19
2018-01-25 05:00:08;64;16;43;3;2;48;5;22;2;19
2018-01-25 05:30:07;64;16;43;3;2;48;5;22;2;19
2018-01-25 06:00:06;64;16;43;3;2;48;5;22;2;19
2018-01-25 06:30:02;64;16;43;3;2;48;5;22;2;19
2018-01-25 07:00:01;64;16;43;3;2;48;4;23;2;19
2018-01-25 07:30:02;64;17;43;3;1;48;5;22;2;19
2018-01-25 08:00:01;64;18;42;3;1;48;7;20;2;19
2018-01-25 08:30:01;64;23;36;3;2;48;8;19;2;19
2018-01-25 09:00:02;64;33;26;3;2;48;12;15;2;19
2018-01-25 09:30:01;64;39;20;3;2;48;14;13;2;19
2018-01-25 10:00:02;64;44;15;3;2;48;16;11;2;19
2018-01-25 10:30:02;64;46;13;3;2;48;18;9;2;19
2018-01-25 11:00:02;64;45;14;3;2;48;18;9;2;19
2018-01-25 11:30:02;64;47;12;3;2;48;18;9;3;18
2018-01-25 12:00:01;64;50;9;3;2;48;18;9;3;18
2018-01-25 12:30:03;64;51;7;4;2;48;17;10;3;18
2018-01-25 13:00:02;64;53;5;4;2;48;16;11;3;18
2018-01-25 13:30:02;64;54;3;5;2;48;17;10;3;18
2018-01-25 14:00:02;64;56;1;5;2;48;17;10;3;18
2018-01-25 14:30:01;64;55;2;5;2;48;19;8;3;18
2018-01-25 15:00:01;64;52;5;5;2;48;19;10;4;15
2018-01-25 15:30:02;64;52;5;5;2;48;18;11;4;15
2018-01-25 16:00:01;64;50;6;6;2;48;17;12;4;15
2018-01-25 16:30:01;64;43;13;6;2;48;17;12;4;15
2018-01-25 17:00:01;64;35;22;6;1;48;16;13;4;15
2018-01-25 17:30:02;64;30;27;6;1;48;11;18;4;15
2018-01-25 18:00:02;64;30;27;6;1;48;9;20;4;15
2018-01-25 18:30:02;64;26;31;6;1;48;8;21;4;15
2018-01-25 19:00:01;64;26;31;6;1;48;8;21;4;15
2018-01-25 19:30:01;64;25;31;7;1;48;10;19;4;15
2018-01-25 20:00:02;64;24;32;7;1;48;13;16;4;15
2018-01-25 20:30:01;64;25;33;6;0;48;13;16;4;15
2018-01-25 21:00:02;64;26;32;6;0;48;12;17;4;15
2018-01-25 21:30:02;64;25;33;6;0;48;12;17;4;15
2018-01-25 22:00:03;64;25;33;6;0;48;10;19;4;15
2018-01-25 22:30:01;64;24;34;6;0;48;8;21;4;15
2018-01-25 23:00:02;64;24;34;6;0;48;7;22;4;15
2018-01-25 23:30:02;64;26;32;6;0;48;7;22;4;15
2018-01-26 00:00:02;64;25;33;6;0;48;7;22;4;15
2018-01-26 00:30:07;64;25;33;6;0;48;7;22;4;15
2018-01-26 01:00:07;64;25;33;6;0;48;7;22;4;15
2018-01-26 01:30:05;64;25;33;6;0;48;7;22;4;15
2018-01-26 02:00:03;64;25;33;6;0;48;7;22;4;15
2018-01-26 02:30:07;64;25;33;6;0;48;7;22;4;15
2018-01-26 03:00:05;64;25;33;6;0;48;7;22;4;15
2018-01-26 03:30:06;64;25;33;6;0;48;7;22;4;15
2018-01-26 04:00:03;64;25;33;6;0;48;7;22;4;15
2018-01-26 04:30:09;64;25;33;6;0;48;7;22;4;15
2018-01-26 05:00:11;64;25;33;6;0;48;7;22;4;15
2018-01-26 05:30:07;64;25;33;6;0;48;7;22;4;15
2018-01-26 06:00:07;64;25;33;6;0;48;7;22;4;15
2018-01-26 06:30:03;64;25;33;6;0;48;7;22;4;15
2018-01-26 07:00:03;64;21;37;6;0;48;7;22;4;15
2018-01-26 07:30:02;64;23;35;6;0;48;8;21;4;15
2018-01-26 08:00:01;64;25;33;6;0;48;8;21;4;15
2018-01-26 08:30:01;64;27;31;7;-1;48;9;20;4;15
2018-01-26 09:00:02;64;34;22;7;1;48;11;18;4;15
2018-01-26 09:30:01;64;35;21;7;1;48;13;17;4;14
2018-01-26 10:00:02;64;36;20;7;1;48;14;15;4;15
2018-01-26 10:30:02;64;39;18;5;2;48;16;13;4;15
2018-01-26 11:00:02;64;39;18;5;2;48;16;13;4;15
2018-01-26 11:30:02;64;39;18;5;2;48;17;12;4;15
2018-01-26 12:00:02;64;38;20;5;1;48;15;13;4;16
2018-01-26 12:30:01;64;38;20;6;0;48;15;13;4;16
2018-01-26 13:00:02;64;40;18;6;0;48;14;14;4;16
2018-01-26 13:30:02;64;40;18;6;0;48;14;14;4;16
2018-01-26 14:00:02;64;40;18;6;0;48;14;14;4;16
2018-01-26 14:30:03;64;39;19;6;0;48;14;14;4;16
2018-01-26 15:00:02;64;39;19;6;0;48;14;14;4;16
2018-01-26 15:30:02;64;40;18;6;0;48;14;14;4;16
2018-01-26 16:00:02;64;38;20;6;0;48;11;17;4;16
2018-01-26 16:30:01;64;35;23;6;0;48;10;18;4;16
2018-01-26 17:00:02;64;30;29;6;-1;48;5;23;4;16
2018-01-26 17:30:02;64;29;30;6;-1;48;4;25;4;15
2018-01-26 18:00:03;64;25;33;7;-1;48;4;25;4;15
2018-01-26 18:30:03;64;26;32;7;-1;48;3;26;4;15
2018-01-26 19:00:02;64;30;28;7;-1;48;4;25;4;15
2018-01-26 19:30:02;64;31;26;7;0;48;4;25;4;15
2018-01-26 20:00:01;64;34;23;7;0;48;6;23;4;15
2018-01-26 20:30:01;64;35;23;7;-1;48;5;24;4;15
2018-01-26 21:00:02;64;35;23;7;-1;48;6;23;4;15
2018-01-26 21:30:01;64;35;23;7;-1;48;6;23;4;15
2018-01-26 22:00:01;64;35;23;7;-1;48;6;23;4;15
2018-01-26 22:30:02;64;36;22;7;-1;48;6;23;4;15
2018-01-26 23:00:02;64;35;19;9;1;48;6;23;4;15
2018-01-26 23:30:02;64;32;22;9;1;48;6;23;4;15
2018-01-27 00:00:03;64;31;23;9;1;48;5;24;4;15
2018-01-27 00:30:02;64;31;23;9;1;48;5;24;4;15
2018-01-27 01:00:08;64;31;23;9;1;48;5;24;4;15
2018-01-27 01:30:06;64;31;23;9;1;48;5;24;4;15
2018-01-27 02:00:02;64;31;23;9;1;48;5;24;4;15
2018-01-27 02:30:06;64;31;23;9;1;48;5;24;4;15
2018-01-27 03:00:03;64;31;23;9;1;48;5;24;4;15
2018-01-27 03:30:08;64;31;23;9;1;48;5;24;4;15
2018-01-27 04:00:03;64;31;23;9;1;48;5;24;4;15
2018-01-27 04:30:10;64;31;23;9;1;48;5;24;4;15
2018-01-27 05:00:08;64;31;23;9;1;48;5;24;4;15
2018-01-27 05:30:08;64;31;23;9;1;48;5;24;4;15
2018-01-27 06:00:05;64;31;23;9;1;48;5;24;4;15
2018-01-27 06:30:01;64;31;23;9;1;48;5;24;4;15
2018-01-27 07:00:02;64;31;23;9;1;48;4;25;4;15
2018-01-27 07:30:02;64;31;23;9;1;48;4;25;4;15
2018-01-27 08:00:02;64;31;23;9;1;48;4;25;4;15
2018-01-27 08:30:02;64;32;22;9;1;48;4;25;4;15
2018-01-27 09:00:03;64;32;22;9;1;48;4;25;4;15
2018-01-27 09:30:02;64;32;22;9;1;48;4;25;4;15
2018-01-27 10:00:02;64;34;20;9;1;48;4;25;4;15
2018-01-27 10:30:01;64;36;18;9;1;48;6;23;4;15
2018-01-27 11:00:01;64;34;20;9;1;48;6;23;4;15
2018-01-27 11:30:02;64;35;19;9;1;48;6;23;4;15
2018-01-27 12:00:02;64;36;18;9;1;48;5;24;4;15
2018-01-27 12:30:02;64;37;17;9;1;48;6;23;4;15
2018-01-27 13:00:02;64;36;18;9;1;48;6;23;4;15
2018-01-27 13:30:02;64;37;18;9;0;48;6;23;4;15
2018-01-27 14:00:02;64;37;17;9;1;48;7;22;4;15
2018-01-27 14:30:02;64;36;18;9;1;48;8;21;4;15
2018-01-27 15:00:01;64;37;17;9;1;48;7;22;4;15
2018-01-27 15:30:01;64;37;17;9;1;48;9;20;4;15
2018-01-27 16:00:02;64;36;18;9;1;48;10;19;4;15
2018-01-27 16:30:02;64;36;18;9;1;48;10;19;4;15
2018-01-27 17:00:01;64;36;18;9;1;48;10;19;4;15
2018-01-27 17:30:02;64;36;18;9;1;48;11;18;4;15
2018-01-27 18:00:02;64;38;15;9;2;48;11;18;4;15
2018-01-27 18:30:02;64;35;18;9;2;48;13;16;4;15
2018-01-27 19:00:02;64;35;18;9;2;48;12;17;4;15
2018-01-27 19:30:01;64;35;18;9;2;48;12;17;4;15
2018-01-27 20:00:02;64;37;15;10;2;48;13;16;4;15
2018-01-27 20:30:10;64;37;15;10;2;48;13;16;4;15
2018-01-27 21:00:01;64;40;12;10;2;48;13;16;4;15
2018-01-27 21:30:03;64;40;12;10;2;48;13;16;4;15
2018-01-27 22:00:02;64;38;14;10;2;48;13;16;4;15
2018-01-27 22:30:02;64;36;16;10;2;48;13;16;4;15
2018-01-27 23:00:02;64;35;17;10;2;48;13;16;4;15
2018-01-27 23:30:02;64;35;17;10;2;48;13;16;4;15
2018-01-28 00:00:01;64;32;20;10;2;48;13;16;4;15
2018-01-28 00:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 01:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 01:30:01;64;30;22;10;2;48;13;16;4;15
2018-01-28 02:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 02:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 03:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 03:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 04:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 04:30:01;64;30;22;10;2;48;13;16;4;15
2018-01-28 05:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 05:30:01;64;30;22;10;2;48;13;16;4;15
2018-01-28 06:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 06:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 07:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 07:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 08:00:01;64;30;22;10;2;48;13;16;4;15
2018-01-28 08:30:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 09:00:02;64;30;22;10;2;48;13;16;4;15
2018-01-28 09:30:01;64;29;23;10;2;48;11;18;4;15
2018-01-28 10:00:01;64;30;22;10;2;48;12;17;4;15
2018-01-28 10:30:02;64;29;23;10;2;48;13;16;4;15
2018-01-28 11:00:02;64;29;23;10;2;48;12;17;4;15
2018-01-28 11:30:01;64;29;23;10;2;48;12;17;4;15
2018-01-28 12:00:02;64;29;23;10;2;48;13;16;4;15
2018-01-28 12:30:02;64;31;22;10;1;48;13;16;4;15
2018-01-28 13:00:02;64;31;22;10;1;48;12;17;4;15
2018-01-28 13:30:02;64;32;21;10;1;48;12;17;4;15
2018-01-28 14:00:02;64;33;20;10;1;48;12;17;4;15
2018-01-28 14:30:02;64;34;19;10;1;48;12;17;4;15
2018-01-28 15:00:01;64;34;19;10;1;48;12;17;4;15
2018-01-28 15:30:01;64;33;20;10;1;48;12;16;4;16
2018-01-28 16:00:02;64;32;21;10;1;48;8;20;4;16
2018-01-28 16:30:03;64;32;21;10;1;48;8;20;4;16
2018-01-28 17:00:02;64;33;20;10;1;48;8;20;4;16
2018-01-28 17:30:02;64;31;22;10;1;48;7;20;5;16
2018-01-28 18:00:02;64;29;24;10;1;48;7;20;5;16
2018-01-28 18:30:02;64;27;26;10;1;48;6;21;5;16
2018-01-28 19:00:02;64;27;26;10;1;48;6;21;5;16
2018-01-28 19:30:02;64;24;29;10;1;48;6;21;5;16
2018-01-28 20:00:02;64;22;31;10;1;48;6;22;5;15
2018-01-28 20:30:02;64;22;31;10;1;48;6;22;5;15
2018-01-28 21:00:02;64;22;31;10;1;48;5;23;5;15
2018-01-28 21:30:02;64;22;31;10;1;48;5;23;5;15
2018-01-28 22:00:02;64;20;32;11;1;48;5;23;5;15
2018-01-28 22:30:02;64;20;32;11;1;48;5;23;5;15
2018-01-28 23:00:02;64;20;32;11;1;48;5;23;5;15
2018-01-28 23:30:02;64;20;32;11;1;48;5;23;5;15
2018-01-29 00:00:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 00:30:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 01:00:01;64;19;33;11;1;48;5;23;5;15
2018-01-29 01:30:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 02:00:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 02:30:01;64;19;33;11;1;48;5;23;5;15
2018-01-29 03:00:01;64;19;33;11;1;48;5;23;5;15
2018-01-29 03:30:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 04:00:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 04:30:01;64;19;33;11;1;48;5;23;5;15
2018-01-29 05:00:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 05:30:01;64;19;33;11;1;48;5;23;5;15
2018-01-29 06:00:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 06:30:02;64;19;33;11;1;48;5;23;5;15
2018-01-29 07:00:02;64;20;32;11;1;48;5;23;5;15
2018-01-29 07:30:02;64;22;30;11;1;48;5;23;5;15
2018-01-29 08:00:01;64;22;29;12;1;48;5;22;6;15
2018-01-29 08:30:02;64;33;18;12;1;48;6;21;6;15
2018-01-29 09:00:01;64;42;9;12;1;48;6;21;6;15
2018-01-29 09:30:01;64;43;7;12;2;48;13;13;6;16
2018-01-29 10:00:01;64;44;6;12;2;48;15;11;6;16
2018-01-29 10:30:02;64;44;6;12;2;48;16;10;6;16
2018-01-29 11:00:02;64;44;6;12;2;48;16;10;6;16
2018-01-29 11:30:03;64;45;5;12;2;48;13;15;6;14
2018-01-29 12:00:02;64;45;5;12;2;48;11;17;6;14
2018-01-29 12:30:03;64;47;3;12;2;48;11;17;6;14
2018-01-29 13:00:03;64;47;3;12;2;48;11;17;6;14
2018-01-29 13:30:02;64;50;0;12;2;48;11;17;6;14
2018-01-29 14:00:02;64;50;0;12;2;48;11;17;6;14
2018-01-29 14:30:02;64;46;5;12;1;48;11;17;6;14
2018-01-29 15:00:02;64;46;5;12;1;48;11;17;6;14
2018-01-29 15:30:01;64;46;5;12;1;48;11;17;6;14
2018-01-29 16:00:02;64;44;7;12;1;48;10;18;6;14
2018-01-29 16:30:02;64;41;10;12;1;48;10;18;6;14
2018-01-29 17:00:01;64;35;16;12;1;48;9;19;6;14
2018-01-29 17:30:02;64;34;17;12;1;48;9;19;6;14
2018-01-29 18:00:02;64;25;26;12;1;48;8;20;6;14
2018-01-29 18:30:02;64;27;24;12;1;48;5;23;6;14
2018-01-29 19:00:01;64;26;24;12;2;48;6;22;6;14
2018-01-29 19:30:01;64;25;25;12;2;48;6;22;6;14
2018-01-29 20:00:01;64;22;27;13;2;48;7;21;6;14
2018-01-29 20:30:01;64;22;27;13;2;48;6;22;6;14
2018-01-29 21:00:02;64;21;28;13;2;48;6;22;6;14
2018-01-29 21:30:02;64;20;29;13;2;48;6;22;6;14
2018-01-29 22:00:01;64;18;32;13;1;48;5;23;6;14
2018-01-29 22:30:02;64;16;35;13;0;48;3;25;6;14
2018-01-29 23:00:03;64;14;37;13;0;48;3;25;6;14
2018-01-29 23:30:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 00:00:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 00:30:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 01:00:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 01:30:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 02:00:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 02:30:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 03:00:03;64;15;36;13;0;48;3;25;6;14
2018-01-30 03:30:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 04:00:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 04:30:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 05:00:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 05:30:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 06:00:01;64;15;36;13;0;48;3;25;6;14
2018-01-30 06:30:02;64;15;36;13;0;48;3;25;6;14
2018-01-30 07:00:02;64;16;35;13;0;48;3;25;6;14
2018-01-30 07:30:02;64;20;31;13;0;48;4;24;6;14
2018-01-30 08:00:02;64;23;28;13;0;48;7;21;6;14
2018-01-30 08:30:02;64;29;22;13;0;48;11;17;6;14
2018-01-30 09:00:01;64;34;17;13;0;48;18;10;6;14
2018-01-30 09:30:01;64;39;12;13;0;48;23;5;6;14
2018-01-30 10:00:03;64;42;9;13;0;48;24;3;6;15
2018-01-30 10:30:02;64;43;8;13;0;48;23;4;6;15
2018-01-30 11:00:02;64;41;10;0;13;48;24;3;6;15
2018-01-30 11:30:02;64;44;6;0;14;48;24;3;0;21
2018-01-30 12:00:02;64;44;6;0;14;48;23;4;0;21
2018-01-30 12:30:03;64;44;6;0;14;48;23;4;0;21
2018-01-30 13:00:02;64;43;7;0;14;48;21;6;0;21
2018-01-30 13:30:02;64;45;6;0;13;48;20;6;0;22
2018-01-30 14:00:01;64;45;6;0;13;48;23;3;1;21
2018-01-30 14:30:02;64;46;5;0;13;48;23;9;0;16
2018-01-30 15:00:01;64;44;6;0;14;48;24;9;0;15
2018-01-30 15:30:02;64;43;8;0;13;48;23;10;0;15
2018-01-30 16:00:02;64;42;12;0;10;48;22;11;0;15
2018-01-30 16:30:01;64;40;13;0;11;48;20;13;0;15
2018-01-30 17:00:02;64;31;21;1;11;48;20;13;0;15
2018-01-30 17:30:02;64;26;25;2;11;48;20;13;0;15
2018-01-30 18:00:01;64;26;25;2;11;48;20;13;0;15
2018-01-30 18:30:02;64;25;25;2;12;48;20;13;0;15
2018-01-30 19:00:02;64;25;25;2;12;48;20;13;0;15
2018-01-30 19:30:02;64;25;25;2;12;48;20;13;0;15
2018-01-30 20:00:02;64;24;26;2;12;48;20;13;0;15
2018-01-30 20:30:02;64;23;27;2;12;48;20;13;0;15
2018-01-30 21:00:02;64;22;28;2;12;48;20;13;0;15
2018-01-30 21:30:03;64;19;31;2;12;48;20;13;0;15
2018-01-30 22:00:02;64;18;32;2;12;48;20;13;0;15
2018-01-30 22:30:02;64;17;32;3;12;48;20;13;0;15
2018-01-30 23:00:03;64;17;32;3;12;48;20;13;0;15
2018-01-30 23:30:02;64;17;32;3;12;48;20;13;0;15
2018-01-31 00:00:01;64;17;32;3;12;48;20;13;0;15
2018-01-31 00:30:05;64;17;32;3;12;48;20;13;0;15
2018-01-31 01:00:05;64;17;32;3;12;48;20;13;0;15
2018-01-31 01:30:07;64;17;32;3;12;48;20;13;0;15
2018-01-31 02:00:06;64;17;32;3;12;48;20;13;0;15
2018-01-31 02:30:07;64;17;32;3;12;48;20;13;0;15
2018-01-31 03:00:04;64;17;32;3;12;48;20;13;0;15
2018-01-31 03:30:07;64;17;32;3;12;48;20;13;0;15
2018-01-31 04:00:03;64;17;32;3;12;48;20;13;0;15
2018-01-31 04:30:09;64;17;32;3;12;48;20;13;0;15
2018-01-31 05:00:05;64;17;32;3;12;48;20;13;0;15
2018-01-31 05:30:08;64;17;32;3;12;48;20;13;0;15
2018-01-31 06:00:08;64;17;32;3;12;48;20;13;0;15
2018-01-31 06:30:02;64;17;32;3;12;48;20;13;0;15
2018-01-31 07:00:01;64;19;30;3;12;48;20;13;0;15
2018-01-31 07:30:01;64;17;31;3;13;48;20;13;0;15
2018-01-31 08:00:02;64;18;30;3;13;48;20;13;0;15
2018-01-31 08:30:03;64;20;28;3;13;48;20;13;0;15
2018-01-31 09:00:03;64;27;22;3;12;48;20;13;0;15
2018-01-31 09:30:02;64;29;20;3;12;48;20;13;0;15
2018-01-31 10:00:02;64;32;17;3;12;48;20;13;0;15
2018-01-31 10:30:02;64;33;16;3;12;48;20;13;0;15
2018-01-31 11:00:02;64;34;15;3;12;48;20;13;0;15
2018-01-31 11:30:02;64;32;18;3;11;48;20;13;0;15
2018-01-31 12:00:02;64;29;25;3;7;48;20;13;0;15
2018-01-31 12:30:03;64;31;23;3;7;48;21;12;0;15
2018-01-31 13:00:02;64;30;24;3;7;48;22;11;0;15
2018-01-31 13:30:02;64;31;29;3;1;48;22;11;0;15
2018-01-31 14:00:02;64;30;31;3;0;48;5;29;0;14
2018-01-31 14:30:01;64;29;32;3;0;48;5;29;0;14
2018-01-31 15:00:01;64;30;31;3;0;48;6;28;0;14
2018-01-31 15:30:01;64;34;28;3;-1;48;6;27;0;15
2018-01-31 16:00:02;64;34;28;3;-1;48;6;27;0;15
2018-01-31 16:30:02;64;32;28;5;-1;48;6;27;0;15
2018-01-31 17:00:01;64;32;28;5;-1;48;5;28;0;15
2018-01-31 17:30:02;64;34;26;5;-1;48;6;27;0;15
2018-01-31 18:00:01;64;29;29;5;1;48;8;25;0;15
2018-01-31 18:30:02;64;30;27;6;1;48;9;24;0;15
2018-01-31 19:00:02;64;33;24;6;1;48;10;23;0;15
2018-01-31 19:30:02;64;35;22;6;1;48;10;23;0;15
2018-01-31 20:00:02;64;36;21;6;1;48;10;23;0;15
2018-01-31 20:30:03;64;38;19;6;1;48;10;24;0;14
2018-01-31 21:00:02;64;35;22;6;1;48;9;25;0;14
2018-01-31 21:30:02;64;31;26;6;1;48;10;24;0;14
2018-01-31 22:00:09;64;31;26;6;1;48;10;24;0;14
