LastModified,Name,Available,Capacity,Open
2018-10-25 21:59:00,P08 Ramen,89,266,True
2018-10-25 21:59:00,P02 Reep,244,470,True
2018-10-25 22:15:00,P07 Sint-Michiels,174,450,True
2018-10-25 22:15:00,P10 Sint-Pietersplein,436,708,True
2018-10-25 22:15:00,P01 Vrijdagmarkt,280,647,True
2018-10-25 22:14:00,P04 Savaanstraat,485,540,True
2018-10-25 22:15:00,P08 Ramen,101,266,True
2018-10-25 22:15:00,P02 Reep,266,470,True
2018-10-25 22:29:00,P07 Sint-Michiels,200,450,True
2018-10-25 22:29:00,P10 Sint-Pietersplein,459,708,True
2018-10-25 22:29:00,P01 Vrijdagmarkt,301,647,True
2018-10-25 22:26:00,P04 Savaanstraat,495,540,True
2018-10-25 22:29:00,P08 Ramen,106,266,True
2018-10-25 22:28:00,P02 Reep,285,470,True
2018-10-25 22:42:00,P07 Sint-Michiels,227,450,True
2018-10-25 22:43:00,P10 Sint-Pietersplein,480,708,True
2018-10-25 22:44:00,P01 Vrijdagmarkt,346,647,True
2018-10-25 22:39:00,P04 Savaanstraat,496,540,True
2018-10-25 22:41:00,P08 Ramen,113,266,True
2018-10-25 22:43:00,P02 Reep,303,470,True
2018-10-25 22:59:00,P07 Sint-Michiels,241,450,True
2018-10-25 22:59:00,P10 Sint-Pietersplein,497,708,True
2018-10-25 22:59:00,P01 Vrijdagmarkt,365,647,True
2018-10-25 22:59:00,P04 Savaanstraat,503,540,True
2018-10-25 22:59:00,P08 Ramen,124,266,True
2018-10-25 22:56:00,P02 Reep,311,470,True
2018-10-25 23:14:00,P07 Sint-Michiels,263,450,True
2018-10-25 23:13:00,P10 Sint-Pietersplein,507,708,True
2018-10-25 23:13:00,P01 Vrijdagmarkt,401,647,True
2018-10-25 23:14:00,P04 Savaanstraat,509,540,True
2018-10-25 23:11:00,P08 Ramen,134,266,True
2018-10-25 23:13:00,P02 Reep,328,470,True
2018-10-25 23:28:00,P07 Sint-Michiels,283,450,True
2018-10-25 23:29:00,P10 Sint-Pietersplein,520,708,True
2018-10-25 23:29:00,P01 Vrijdagmarkt,425,647,True
2018-10-25 23:27:00,P04 Savaanstraat,512,540,True
2018-10-25 23:29:00,P08 Ramen,140,266,True
2018-10-25 23:29:00,P02 Reep,343,470,True
2018-10-25 23:44:00,P07 Sint-Michiels,295,450,True
2018-10-25 23:43:00,P10 Sint-Pietersplein,520,708,True
2018-10-25 23:44:00,P01 Vrijdagmarkt,446,647,True
2018-10-25 23:44:00,P04 Savaanstraat,511,540,True
2018-10-25 23:43:00,P08 Ramen,143,266,True
2018-10-25 23:40:00,P02 Reep,345,470,True
2018-10-25 23:59:00,P07 Sint-Michiels,302,450,True
2018-10-25 23:58:00,P10 Sint-Pietersplein,522,708,True
2018-10-25 23:56:00,P01 Vrijdagmarkt,454,647,True
2018-10-25 23:57:00,P04 Savaanstraat,517,540,True
2018-10-25 23:57:00,P08 Ramen,147,266,True
2018-10-25 23:57:00,P02 Reep,358,470,True
2018-10-26 00:11:00,P07 Sint-Michiels,310,450,True
2018-10-26 00:11:00,P10 Sint-Pietersplein,526,708,True
2018-10-26 00:13:00,P01 Vrijdagmarkt,461,647,True
2018-10-26 00:14:00,P04 Savaanstraat,522,540,True
2018-10-26 00:13:00,P08 Ramen,149,266,True
2018-10-26 00:14:00,P02 Reep,365,470,True
2018-10-26 00:29:00,P07 Sint-Michiels,315,450,True
2018-10-26 00:29:00,P10 Sint-Pietersplein,521,708,True
2018-10-26 00:28:00,P01 Vrijdagmarkt,470,647,True
2018-10-26 00:28:00,P04 Savaanstraat,528,540,True
2018-10-26 00:26:00,P08 Ramen,158,266,True
2018-10-26 00:26:00,P02 Reep,376,470,True
2018-10-26 00:37:00,P07 Sint-Michiels,319,450,True
2018-10-26 00:43:00,P10 Sint-Pietersplein,525,708,True
2018-10-26 00:42:00,P01 Vrijdagmarkt,478,647,True
2018-10-26 00:38:00,P04 Savaanstraat,529,540,True
2018-10-26 00:43:00,P02 Reep,378,470,True
2018-10-26 00:57:00,P07 Sint-Michiels,325,450,True
2018-10-26 00:58:00,P10 Sint-Pietersplein,527,708,True
2018-10-26 00:57:00,P01 Vrijdagmarkt,483,647,True
2018-10-26 00:58:00,P04 Savaanstraat,533,540,True
2018-10-26 00:34:00,P08 Ramen,159,266,True
2018-10-26 00:51:00,P02 Reep,380,470,True
2018-10-26 01:11:00,P07 Sint-Michiels,328,450,True
2018-10-26 01:14:00,P10 Sint-Pietersplein,531,708,True
2018-10-26 01:14:00,P01 Vrijdagmarkt,488,647,True
2018-10-26 01:13:00,P08 Ramen,159,266,True
2018-10-26 01:14:00,P02 Reep,380,470,True
2018-10-26 01:15:00,P07 Sint-Michiels,329,450,True
2018-10-26 01:29:00,P10 Sint-Pietersplein,534,708,True
2018-10-26 01:28:00,P01 Vrijdagmarkt,499,647,True
2018-10-26 01:25:00,P08 Ramen,158,266,True
2018-10-26 01:29:00,P02 Reep,382,470,True
2018-10-26 01:31:00,P07 Sint-Michiels,330,450,True
2018-10-26 01:43:00,P10 Sint-Pietersplein,537,708,True
2018-10-26 01:42:00,P01 Vrijdagmarkt,502,647,True
2018-10-26 01:42:00,P08 Ramen,157,266,True
2018-10-26 01:48:00,P07 Sint-Michiels,331,450,True
2018-10-26 01:49:00,P10 Sint-Pietersplein,538,708,True
2018-10-26 01:56:00,P01 Vrijdagmarkt,504,647,True
2018-10-26 01:49:00,P08 Ramen,156,266,True
2018-10-26 02:08:00,P10 Sint-Pietersplein,537,708,True
2018-10-26 02:13:00,P01 Vrijdagmarkt,505,647,True
2018-10-26 01:36:00,P02 Reep,383,470,True
2018-10-26 02:26:00,P10 Sint-Pietersplein,541,708,True
2018-10-26 02:44:00,P10 Sint-Pietersplein,543,708,True
2018-10-26 01:12:00,P04 Savaanstraat,533,540,True
2018-10-26 02:05:00,P07 Sint-Michiels,332,450,True
2018-10-26 02:59:00,P10 Sint-Pietersplein,550,708,True
2018-10-26 02:58:00,P04 Savaanstraat,535,540,True
2018-10-26 03:07:00,P07 Sint-Michiels,333,450,True
2018-10-26 03:12:00,P10 Sint-Pietersplein,556,708,True
2018-10-26 02:22:00,P01 Vrijdagmarkt,507,647,True
2018-10-26 03:26:00,P07 Sint-Michiels,334,450,True
2018-10-26 03:22:00,P10 Sint-Pietersplein,557,708,True
2018-10-26 03:44:00,P10 Sint-Pietersplein,560,708,True
2018-10-26 03:28:00,P01 Vrijdagmarkt,508,647,True
2018-10-26 03:08:00,P04 Savaanstraat,536,540,True
2018-10-26 02:15:00,P02 Reep,385,470,True
2018-10-26 03:57:00,P10 Sint-Pietersplein,563,708,True
2018-10-26 03:45:00,P01 Vrijdagmarkt,509,647,True
2018-10-26 03:49:00,P04 Savaanstraat,537,540,True
2018-10-26 04:11:00,P10 Sint-Pietersplein,567,708,True
2018-10-26 04:12:00,P01 Vrijdagmarkt,510,647,True
2018-10-26 04:29:00,P10 Sint-Pietersplein,572,708,True
2018-10-26 04:23:00,P01 Vrijdagmarkt,512,647,True
2018-10-26 04:11:00,P04 Savaanstraat,536,540,True
2018-10-26 02:03:00,P08 Ramen,158,266,True
2018-10-26 04:44:00,P10 Sint-Pietersplein,577,708,True
2018-10-26 04:42:00,P08 Ramen,157,266,True
2018-10-26 03:46:00,P02 Reep,386,470,True
2018-10-26 04:52:00,P10 Sint-Pietersplein,579,708,True
2018-10-26 04:41:00,P01 Vrijdagmarkt,501,647,True
2018-10-26 04:58:00,P08 Ramen,156,266,True
2018-10-26 03:44:00,P07 Sint-Michiels,334,450,True
2018-10-26 05:09:00,P10 Sint-Pietersplein,583,708,True
2018-10-26 05:05:00,P01 Vrijdagmarkt,502,647,True
2018-10-26 04:41:00,P04 Savaanstraat,535,540,True
2018-10-26 05:20:00,P01 Vrijdagmarkt,501,647,True
2018-10-26 05:16:00,P04 Savaanstraat,536,540,True
2018-10-26 04:47:00,P02 Reep,387,470,True
2018-10-26 05:24:00,P07 Sint-Michiels,333,450,True
2018-10-26 05:26:00,P10 Sint-Pietersplein,586,708,True
2018-10-26 05:40:00,P01 Vrijdagmarkt,501,647,True
2018-10-26 05:34:00,P04 Savaanstraat,537,540,True
2018-10-26 05:56:00,P07 Sint-Michiels,331,450,True
2018-10-26 05:59:00,P10 Sint-Pietersplein,589,708,True
2018-10-26 05:55:00,P01 Vrijdagmarkt,499,647,True
2018-10-26 05:04:00,P08 Ramen,158,266,True
2018-10-26 05:38:00,P02 Reep,387,470,True
2018-10-26 06:10:00,P07 Sint-Michiels,332,450,True
2018-10-26 06:14:00,P10 Sint-Pietersplein,599,708,True
2018-10-26 06:14:00,P01 Vrijdagmarkt,501,647,True
2018-10-26 05:51:00,P04 Savaanstraat,537,540,True
2018-10-26 06:13:00,P08 Ramen,162,266,True
2018-10-26 06:12:00,P02 Reep,389,470,True
2018-10-26 06:21:00,P07 Sint-Michiels,331,450,True
2018-10-26 06:25:00,P10 Sint-Pietersplein,601,708,True
2018-10-26 06:23:00,P01 Vrijdagmarkt,501,647,True
2018-10-26 06:25:00,P04 Savaanstraat,538,540,True
2018-10-26 06:28:00,P08 Ramen,157,266,True
2018-10-26 06:18:00,P02 Reep,388,470,True
2018-10-26 06:38:00,P07 Sint-Michiels,330,450,True
2018-10-26 06:44:00,P10 Sint-Pietersplein,603,708,True
2018-10-26 06:43:00,P01 Vrijdagmarkt,499,647,True
2018-10-26 06:37:00,P04 Savaanstraat,536,540,True
2018-10-26 06:43:00,P08 Ramen,153,266,True
2018-10-26 06:33:00,P02 Reep,387,470,True
2018-10-26 06:58:00,P07 Sint-Michiels,333,450,True
2018-10-26 06:58:00,P10 Sint-Pietersplein,606,708,True
2018-10-26 06:59:00,P01 Vrijdagmarkt,499,647,True
2018-10-26 06:56:00,P04 Savaanstraat,536,540,True
2018-10-26 06:57:00,P08 Ramen,152,266,True
2018-10-26 06:57:00,P02 Reep,386,470,True
2018-10-26 07:12:00,P07 Sint-Michiels,334,450,True
2018-10-26 07:14:00,P10 Sint-Pietersplein,609,708,True
2018-10-26 07:13:00,P01 Vrijdagmarkt,500,647,True
2018-10-26 07:13:00,P04 Savaanstraat,527,540,True
2018-10-26 07:10:00,P08 Ramen,153,266,True
2018-10-26 07:12:00,P02 Reep,387,470,True
2018-10-26 07:24:00,P07 Sint-Michiels,336,450,True
2018-10-26 07:28:00,P10 Sint-Pietersplein,601,708,True
2018-10-26 07:29:00,P01 Vrijdagmarkt,499,647,True
2018-10-26 07:29:00,P04 Savaanstraat,499,540,True
2018-10-26 07:29:00,P08 Ramen,149,266,True
2018-10-26 07:28:00,P02 Reep,381,470,True
2018-10-26 07:42:00,P07 Sint-Michiels,336,450,True
2018-10-26 07:44:00,P10 Sint-Pietersplein,593,708,True
2018-10-26 07:43:00,P01 Vrijdagmarkt,502,647,True
2018-10-26 07:43:00,P04 Savaanstraat,491,540,True
2018-10-26 07:41:00,P08 Ramen,137,266,True
2018-10-26 07:43:00,P02 Reep,383,470,True
2018-10-26 07:58:00,P07 Sint-Michiels,335,450,True
2018-10-26 07:59:00,P10 Sint-Pietersplein,576,708,True
2018-10-26 07:59:00,P01 Vrijdagmarkt,491,647,True
2018-10-26 07:59:00,P04 Savaanstraat,477,540,True
2018-10-26 07:59:00,P08 Ramen,120,266,True
2018-10-26 07:59:00,P02 Reep,367,470,True
2018-10-26 08:12:00,P07 Sint-Michiels,329,450,True
2018-10-26 08:14:00,P10 Sint-Pietersplein,535,708,True
2018-10-26 08:14:00,P01 Vrijdagmarkt,488,647,True
2018-10-26 08:13:00,P04 Savaanstraat,455,540,True
2018-10-26 08:14:00,P08 Ramen,111,266,True
2018-10-26 08:14:00,P02 Reep,355,470,True
2018-10-26 08:25:00,P07 Sint-Michiels,328,450,True
2018-10-26 08:28:00,P10 Sint-Pietersplein,498,708,True
2018-10-26 08:29:00,P01 Vrijdagmarkt,482,647,True
2018-10-26 08:28:00,P04 Savaanstraat,431,540,True
2018-10-26 08:29:00,P08 Ramen,104,266,True
2018-10-26 08:29:00,P02 Reep,332,470,True
2018-10-26 08:44:00,P07 Sint-Michiels,313,450,True
2018-10-26 08:44:00,P10 Sint-Pietersplein,468,708,True
2018-10-26 08:44:00,P01 Vrijdagmarkt,441,647,True
2018-10-26 08:44:00,P04 Savaanstraat,408,540,True
2018-10-26 08:43:00,P08 Ramen,92,266,True
2018-10-26 08:44:00,P02 Reep,306,470,True
2018-10-26 08:58:00,P07 Sint-Michiels,301,450,True
2018-10-26 08:56:00,P10 Sint-Pietersplein,449,708,True
2018-10-26 08:59:00,P01 Vrijdagmarkt,396,647,True
2018-10-26 08:59:00,P04 Savaanstraat,387,540,True
2018-10-26 08:57:00,P08 Ramen,86,266,True
2018-10-26 08:59:00,P02 Reep,286,470,True
2018-10-26 09:14:00,P07 Sint-Michiels,281,450,True
2018-10-26 09:12:00,P10 Sint-Pietersplein,436,708,True
2018-10-26 09:13:00,P01 Vrijdagmarkt,351,647,True
2018-10-26 09:14:00,P04 Savaanstraat,371,540,True
2018-10-26 09:14:00,P08 Ramen,75,266,True
2018-10-26 09:14:00,P02 Reep,276,470,True
2018-10-26 09:28:00,P07 Sint-Michiels,256,450,True
2018-10-26 09:29:00,P10 Sint-Pietersplein,425,708,True
2018-10-26 09:29:00,P01 Vrijdagmarkt,323,647,True
2018-10-26 09:29:00,P04 Savaanstraat,366,540,True
2018-10-26 09:29:00,P08 Ramen,70,266,True
2018-10-26 09:28:00,P02 Reep,271,470,True
2018-10-26 09:44:00,P07 Sint-Michiels,230,450,True
2018-10-26 09:44:00,P10 Sint-Pietersplein,413,708,True
2018-10-26 09:44:00,P01 Vrijdagmarkt,290,647,True
2018-10-26 09:44:00,P04 Savaanstraat,352,540,True
2018-10-26 09:43:00,P08 Ramen,60,266,True
2018-10-26 09:44:00,P02 Reep,257,470,True
2018-10-26 09:56:00,P07 Sint-Michiels,219,450,True
2018-10-26 09:59:00,P10 Sint-Pietersplein,400,708,True
2018-10-26 09:59:00,P01 Vrijdagmarkt,264,647,True
2018-10-26 09:55:00,P04 Savaanstraat,349,540,True
2018-10-26 09:59:00,P08 Ramen,57,266,True
2018-10-26 09:59:00,P02 Reep,252,470,True
2018-10-26 10:14:00,P07 Sint-Michiels,203,450,True
2018-10-26 10:14:00,P10 Sint-Pietersplein,386,708,True
2018-10-26 10:14:00,P01 Vrijdagmarkt,240,647,True
2018-10-26 10:14:00,P04 Savaanstraat,343,540,True
2018-10-26 10:14:00,P08 Ramen,58,266,True
2018-10-26 10:14:00,P02 Reep,251,470,True
2018-10-26 10:29:00,P07 Sint-Michiels,197,450,True
2018-10-26 10:28:00,P10 Sint-Pietersplein,377,708,True
2018-10-26 10:29:00,P01 Vrijdagmarkt,213,647,True
2018-10-26 10:29:00,P04 Savaanstraat,340,540,True
2018-10-26 10:29:00,P08 Ramen,60,266,True
2018-10-26 10:26:00,P02 Reep,250,470,True
2018-10-26 10:44:00,P07 Sint-Michiels,189,450,True
2018-10-26 10:43:00,P10 Sint-Pietersplein,378,708,True
2018-10-26 10:44:00,P01 Vrijdagmarkt,172,647,True
2018-10-26 10:44:00,P04 Savaanstraat,337,540,True
2018-10-26 10:43:00,P08 Ramen,59,266,True
2018-10-26 10:43:00,P02 Reep,247,470,True
2018-10-26 10:59:00,P07 Sint-Michiels,180,450,True
2018-10-26 10:59:00,P10 Sint-Pietersplein,362,708,True
2018-10-26 10:59:00,P01 Vrijdagmarkt,159,647,True
2018-10-26 10:58:00,P04 Savaanstraat,331,540,True
2018-10-26 10:58:00,P08 Ramen,53,266,True
2018-10-26 10:57:00,P02 Reep,240,470,True
2018-10-26 11:14:00,P07 Sint-Michiels,169,450,True
2018-10-26 11:14:00,P10 Sint-Pietersplein,361,708,True
2018-10-26 11:14:00,P01 Vrijdagmarkt,151,647,True
2018-10-26 11:13:00,P04 Savaanstraat,328,540,True
2018-10-26 11:14:00,P08 Ramen,51,266,True
2018-10-26 11:14:00,P02 Reep,233,470,True
2018-10-26 11:29:00,P07 Sint-Michiels,155,450,True
2018-10-26 11:29:00,P10 Sint-Pietersplein,356,708,True
2018-10-26 11:29:00,P01 Vrijdagmarkt,140,647,True
2018-10-26 11:29:00,P04 Savaanstraat,322,540,True
2018-10-26 11:25:00,P08 Ramen,55,266,True
2018-10-26 11:29:00,P02 Reep,229,470,True
2018-10-26 11:45:00,P07 Sint-Michiels,148,450,True
2018-10-26 11:45:00,P10 Sint-Pietersplein,361,708,True
2018-10-26 11:44:00,P01 Vrijdagmarkt,136,647,True
2018-10-26 11:45:00,P04 Savaanstraat,321,540,True
2018-10-26 11:44:00,P08 Ramen,56,266,True
2018-10-26 11:45:00,P02 Reep,220,470,True
2018-10-26 11:59:00,P07 Sint-Michiels,132,450,True
2018-10-26 11:59:00,P10 Sint-Pietersplein,364,708,True
2018-10-26 11:59:00,P01 Vrijdagmarkt,131,647,True
2018-10-26 11:57:00,P04 Savaanstraat,314,540,True
2018-10-26 11:58:00,P08 Ramen,51,266,True
2018-10-26 11:59:00,P02 Reep,216,470,True
2018-10-26 12:14:00,P07 Sint-Michiels,124,450,True
2018-10-26 12:14:00,P10 Sint-Pietersplein,356,708,True
2018-10-26 12:14:00,P01 Vrijdagmarkt,143,647,True
2018-10-26 12:14:00,P04 Savaanstraat,302,540,True
2018-10-26 12:12:00,P08 Ramen,46,266,True
2018-10-26 12:12:00,P02 Reep,207,470,True
2018-10-26 12:29:00,P07 Sint-Michiels,110,450,True
2018-10-26 12:29:00,P10 Sint-Pietersplein,359,708,True
2018-10-26 12:29:00,P01 Vrijdagmarkt,131,647,True
2018-10-26 12:29:00,P04 Savaanstraat,298,540,True
2018-10-26 12:27:00,P08 Ramen,42,266,True
2018-10-26 12:29:00,P02 Reep,193,470,True
2018-10-26 12:44:00,P07 Sint-Michiels,103,450,True
2018-10-26 12:43:00,P10 Sint-Pietersplein,350,708,True
2018-10-26 12:44:00,P01 Vrijdagmarkt,140,647,True
2018-10-26 12:44:00,P04 Savaanstraat,298,540,True
2018-10-26 12:43:00,P08 Ramen,43,266,True
2018-10-26 12:44:00,P02 Reep,190,470,True
2018-10-26 12:59:00,P07 Sint-Michiels,87,450,True
2018-10-26 12:58:00,P10 Sint-Pietersplein,349,708,True
2018-10-26 12:59:00,P01 Vrijdagmarkt,121,647,True
2018-10-26 12:57:00,P04 Savaanstraat,301,540,True
2018-10-26 12:59:00,P08 Ramen,43,266,True
2018-10-26 12:57:00,P02 Reep,172,470,True
2018-10-26 13:13:00,P07 Sint-Michiels,78,450,True
2018-10-26 13:13:00,P10 Sint-Pietersplein,349,708,True
2018-10-26 13:14:00,P01 Vrijdagmarkt,132,647,True
2018-10-26 13:14:00,P04 Savaanstraat,303,540,True
2018-10-26 13:13:00,P08 Ramen,42,266,True
2018-10-26 13:13:00,P02 Reep,163,470,True
2018-10-26 13:29:00,P07 Sint-Michiels,72,450,True
2018-10-26 13:29:00,P10 Sint-Pietersplein,358,708,True
2018-10-26 13:29:00,P01 Vrijdagmarkt,146,647,True
2018-10-26 13:28:00,P04 Savaanstraat,311,540,True
2018-10-26 13:29:00,P08 Ramen,40,266,True
2018-10-26 13:29:00,P02 Reep,153,470,True
2018-10-26 13:43:00,P07 Sint-Michiels,74,450,True
2018-10-26 13:44:00,P10 Sint-Pietersplein,357,708,True
2018-10-26 13:44:00,P01 Vrijdagmarkt,161,647,True
2018-10-26 13:44:00,P04 Savaanstraat,317,540,True
2018-10-26 13:44:00,P08 Ramen,38,266,True
2018-10-26 13:42:00,P02 Reep,146,470,True
2018-10-26 13:59:00,P07 Sint-Michiels,64,450,True
2018-10-26 13:59:00,P10 Sint-Pietersplein,356,708,True
2018-10-26 13:59:00,P01 Vrijdagmarkt,169,647,True
2018-10-26 13:59:00,P04 Savaanstraat,321,540,True
2018-10-26 13:57:00,P08 Ramen,33,266,True
2018-10-26 13:59:00,P02 Reep,152,470,True
2018-10-26 14:14:00,P07 Sint-Michiels,77,450,True
2018-10-26 14:11:00,P10 Sint-Pietersplein,355,708,True
2018-10-26 14:14:00,P01 Vrijdagmarkt,181,647,True
2018-10-26 14:13:00,P04 Savaanstraat,327,540,True
2018-10-26 14:13:00,P08 Ramen,33,266,True
2018-10-26 14:14:00,P02 Reep,163,470,True
2018-10-26 14:30:00,P07 Sint-Michiels,81,450,True
2018-10-26 14:27:00,P10 Sint-Pietersplein,355,708,True
2018-10-26 14:30:00,P01 Vrijdagmarkt,190,647,True
2018-10-26 14:30:00,P04 Savaanstraat,329,540,True
2018-10-26 14:30:00,P08 Ramen,38,266,True
2018-10-26 14:29:00,P02 Reep,169,470,True
2018-10-26 14:44:00,P07 Sint-Michiels,76,450,True
2018-10-26 14:44:00,P10 Sint-Pietersplein,369,708,True
2018-10-26 14:44:00,P01 Vrijdagmarkt,181,647,True
2018-10-26 14:44:00,P04 Savaanstraat,330,540,True
2018-10-26 14:42:00,P08 Ramen,28,266,True
2018-10-26 14:43:00,P02 Reep,171,470,True
2018-10-26 14:58:00,P07 Sint-Michiels,86,450,True
2018-10-26 14:59:00,P10 Sint-Pietersplein,380,708,True
2018-10-26 14:59:00,P01 Vrijdagmarkt,206,647,True
2018-10-26 14:59:00,P04 Savaanstraat,325,540,True
2018-10-26 14:59:00,P08 Ramen,25,266,True
2018-10-26 14:59:00,P02 Reep,176,470,True
2018-10-26 15:14:00,P07 Sint-Michiels,89,450,True
2018-10-26 15:14:00,P10 Sint-Pietersplein,393,708,True
2018-10-26 15:14:00,P01 Vrijdagmarkt,206,647,True
2018-10-26 15:14:00,P04 Savaanstraat,330,540,True
2018-10-26 15:12:00,P08 Ramen,26,266,True
2018-10-26 15:14:00,P02 Reep,192,470,True
2018-10-26 15:28:00,P07 Sint-Michiels,97,450,True
2018-10-26 15:29:00,P10 Sint-Pietersplein,406,708,True
2018-10-26 15:29:00,P01 Vrijdagmarkt,218,647,True
2018-10-26 15:27:00,P04 Savaanstraat,339,540,True
2018-10-26 15:29:00,P08 Ramen,31,266,True
2018-10-26 15:29:00,P02 Reep,206,470,True
2018-10-26 15:43:00,P07 Sint-Michiels,110,450,True
2018-10-26 15:44:00,P10 Sint-Pietersplein,420,708,True
2018-10-26 15:44:00,P01 Vrijdagmarkt,223,647,True
2018-10-26 15:44:00,P04 Savaanstraat,363,540,True
2018-10-26 15:44:00,P08 Ramen,33,266,True
2018-10-26 15:44:00,P02 Reep,214,470,True
2018-10-26 15:58:00,P07 Sint-Michiels,118,450,True
2018-10-26 15:59:00,P10 Sint-Pietersplein,444,708,True
2018-10-26 15:59:00,P01 Vrijdagmarkt,225,647,True
2018-10-26 15:59:00,P04 Savaanstraat,379,540,True
2018-10-26 15:58:00,P08 Ramen,32,266,True
2018-10-26 15:59:00,P02 Reep,239,470,True
2018-10-26 16:14:00,P07 Sint-Michiels,133,450,True
2018-10-26 16:14:00,P10 Sint-Pietersplein,471,708,True
2018-10-26 16:14:00,P01 Vrijdagmarkt,243,647,True
2018-10-26 16:14:00,P04 Savaanstraat,391,540,True
2018-10-26 16:13:00,P08 Ramen,33,266,True
2018-10-26 16:13:00,P02 Reep,256,470,True
2018-10-26 16:29:00,P07 Sint-Michiels,140,450,True
2018-10-26 16:29:00,P10 Sint-Pietersplein,479,708,True
2018-10-26 16:29:00,P01 Vrijdagmarkt,268,647,True
2018-10-26 16:29:00,P04 Savaanstraat,416,540,True
2018-10-26 16:28:00,P08 Ramen,38,266,True
2018-10-26 16:28:00,P02 Reep,273,470,True
2018-10-26 16:44:00,P07 Sint-Michiels,149,450,True
2018-10-26 16:44:00,P10 Sint-Pietersplein,505,708,True
2018-10-26 16:44:00,P01 Vrijdagmarkt,257,647,True
2018-10-26 16:44:00,P04 Savaanstraat,425,540,True
2018-10-26 16:43:00,P08 Ramen,41,266,True
2018-10-26 16:42:00,P02 Reep,278,470,True
2018-10-26 16:59:00,P07 Sint-Michiels,157,450,True
2018-10-26 16:59:00,P10 Sint-Pietersplein,524,708,True
2018-10-26 16:59:00,P01 Vrijdagmarkt,263,647,True
2018-10-26 16:59:00,P04 Savaanstraat,432,540,True
2018-10-26 16:59:00,P08 Ramen,45,266,True
2018-10-26 16:59:00,P02 Reep,297,470,True
2018-10-26 17:14:00,P07 Sint-Michiels,162,450,True
2018-10-26 17:14:00,P10 Sint-Pietersplein,540,708,True
2018-10-26 17:14:00,P01 Vrijdagmarkt,282,647,True
2018-10-26 17:14:00,P04 Savaanstraat,452,540,True
2018-10-26 17:14:00,P08 Ramen,60,266,True
2018-10-26 17:14:00,P02 Reep,308,470,True
2018-10-26 17:28:00,P07 Sint-Michiels,180,450,True
2018-10-26 17:29:00,P10 Sint-Pietersplein,568,708,True
2018-10-26 17:29:00,P01 Vrijdagmarkt,293,647,True
2018-10-26 17:28:00,P04 Savaanstraat,465,540,True
2018-10-26 17:28:00,P08 Ramen,69,266,True
2018-10-26 17:28:00,P02 Reep,321,470,True
2018-10-26 17:44:00,P07 Sint-Michiels,209,450,True
2018-10-26 17:44:00,P10 Sint-Pietersplein,573,708,True
2018-10-26 17:44:00,P01 Vrijdagmarkt,289,647,True
2018-10-26 17:44:00,P04 Savaanstraat,476,540,True
2018-10-26 17:44:00,P08 Ramen,73,266,True
2018-10-26 17:44:00,P02 Reep,339,470,True
2018-10-26 17:58:00,P07 Sint-Michiels,213,450,True
2018-10-26 17:57:00,P10 Sint-Pietersplein,571,708,True
2018-10-26 17:59:00,P01 Vrijdagmarkt,272,647,True
2018-10-26 17:58:00,P04 Savaanstraat,469,540,True
2018-10-26 17:59:00,P08 Ramen,78,266,True
2018-10-26 17:58:00,P02 Reep,354,470,True
2018-10-26 18:13:00,P07 Sint-Michiels,202,450,True
2018-10-26 18:14:00,P10 Sint-Pietersplein,569,708,True
2018-10-26 18:14:00,P01 Vrijdagmarkt,255,647,True
2018-10-26 18:14:00,P04 Savaanstraat,484,540,True
2018-10-26 18:14:00,P08 Ramen,84,266,True
2018-10-26 18:14:00,P02 Reep,358,470,True
2018-10-26 18:28:00,P07 Sint-Michiels,206,450,True
2018-10-26 18:29:00,P10 Sint-Pietersplein,569,708,True
2018-10-26 18:29:00,P01 Vrijdagmarkt,235,647,True
2018-10-26 18:28:00,P04 Savaanstraat,492,540,True
2018-10-26 18:29:00,P08 Ramen,88,266,True
2018-10-26 18:28:00,P02 Reep,367,470,True
2018-10-26 18:44:00,P07 Sint-Michiels,188,450,True
2018-10-26 18:43:00,P10 Sint-Pietersplein,565,708,True
2018-10-26 18:44:00,P01 Vrijdagmarkt,216,647,True
2018-10-26 18:43:00,P04 Savaanstraat,491,540,True
2018-10-26 18:43:00,P08 Ramen,81,266,True
2018-10-26 18:44:00,P02 Reep,364,470,True
2018-10-26 18:59:00,P07 Sint-Michiels,170,450,True
2018-10-26 18:59:00,P10 Sint-Pietersplein,562,708,True
2018-10-26 18:59:00,P01 Vrijdagmarkt,166,647,True
2018-10-26 18:58:00,P04 Savaanstraat,493,540,True
2018-10-26 18:59:00,P08 Ramen,68,266,True
2018-10-26 18:59:00,P02 Reep,357,470,True
2018-10-26 19:13:00,P07 Sint-Michiels,143,450,True
2018-10-26 19:14:00,P10 Sint-Pietersplein,544,708,True
2018-10-26 19:14:00,P01 Vrijdagmarkt,117,647,True
2018-10-26 19:14:00,P04 Savaanstraat,487,540,True
2018-10-26 19:14:00,P08 Ramen,57,266,True
2018-10-26 19:14:00,P02 Reep,348,470,True
2018-10-26 19:26:00,P07 Sint-Michiels,136,450,True
2018-10-26 19:29:00,P10 Sint-Pietersplein,519,708,True
2018-10-26 19:28:00,P01 Vrijdagmarkt,67,647,True
2018-10-26 19:29:00,P04 Savaanstraat,486,540,True
2018-10-26 19:29:00,P08 Ramen,51,266,True
2018-10-26 19:28:00,P02 Reep,340,470,True
